Age,Gender,Race,Education,WorkClass,Occupation,MaritalStatus,HoursPerWeek,CapitalGain,CapitalLoss,NativeCountry,IncomeClass
42,Female,Hispanic,Master's,Private,Clerical,Married,45,3108,0,USA,1
24,Male,White,Some College,Unemployed,Management,Married,0,0,26,USA,0
27,Female,Hispanic,Some College,Government,Sales,Single,26,0,0,USA,1
51,Male,White,Some College,Private,Management,Divorced,44,0,0,USA,1
26,Female,Hispanic,Some College,Private,Sales,Widowed,38,8842,0,USA,1
26,Male,Asian,HS Grad,Private,Management,Single,58,0,0,USA,0
46,Female,White,HS Grad,Private,Sales,Married,40,795,0,USA,0
26,Female,White,HS Grad,Private,Tech,Married,50,0,0,USA,0
52,Male,White,HS Grad,Self-Employed,Tech,Single,60,0,0,USA,0
47,Female,White,Bachelor's,Private,Sales,Married,25,0,0,USA,1
30,Male,White,Some College,Private,Education,Single,39,0,28,USA,0
51,Male,White,No HS,Self-Employed,Management,Divorced,60,0,0,USA,0
18,Male,White,Some College,Private,Tech,Single,48,0,0,USA,0
45,Male,Asian,PhD,Private,Clerical,Married,37,0,0,USA,1
25,Female,White,Associate,Government,Management,Divorced,48,0,0,USA,1
33,Male,Asian,Some College,Private,Sales,Single,49,0,0,Germany,1
34,Male,Other,HS Grad,Private,Clerical,Divorced,36,0,0,USA,0
55,Male,Asian,Some College,Self-Employed,Sales,Married,31,0,900,USA,1
33,Male,Hispanic,Associate,Government,Sales,Divorced,48,0,0,USA,1
39,Female,White,Master's,Self-Employed,Education,Married,47,0,0,USA,1
34,Female,White,Some College,Private,Healthcare,Single,46,0,0,USA,0
28,Female,White,Some College,Self-Employed,Blue Collar,Single,16,0,0,USA,1
27,Male,White,Some College,Private,Blue Collar,Single,31,0,641,USA,1
43,Male,White,Master's,Self-Employed,Management,Married,48,0,548,USA,1
39,Female,Hispanic,Some College,Private,Management,Divorced,50,0,0,USA,0
49,Male,Hispanic,Bachelor's,Private,Education,Divorced,52,5501,0,USA,1
37,Female,White,Some College,Government,Tech,Single,60,0,0,USA,1
37,Male,White,Associate,Government,Blue Collar,Divorced,54,0,0,USA,1
49,Male,White,Some College,Private,Tech,Married,36,0,0,USA,0
35,Female,White,Some College,Private,Education,Married,28,0,0,USA,1
22,Female,Hispanic,Some College,Private,Management,Single,40,14288,0,USA,1
50,Male,White,Some College,Private,Clerical,Single,45,0,173,USA,0
31,Male,Hispanic,Some College,Private,Clerical,Married,42,0,0,USA,1
40,Female,White,Associate,Private,Management,Divorced,30,0,0,USA,1
32,Other,Other,Some College,Private,Sales,Married,32,0,0,USA,0
28,Male,White,Bachelor's,Private,Blue Collar,Widowed,44,0,0,Canada,1
18,Female,Asian,Associate,Private,Blue Collar,Married,29,0,0,USA,1
44,Female,Asian,Some College,Private,Sales,Married,37,0,0,USA,1
18,Male,White,Associate,Private,Sales,Married,33,0,175,Mexico,0
55,Male,White,No HS,Private,Tech,Widowed,52,0,0,Mexico,1
52,Female,White,Some College,Private,Sales,Divorced,56,0,481,USA,0
29,Female,White,Some College,Private,Blue Collar,Single,30,1444,0,USA,1
59,Female,White,Some College,Private,Tech,Widowed,41,0,0,China,1
64,Female,White,Associate,Self-Employed,Sales,Married,29,17686,0,USA,1
36,Male,White,Bachelor's,Private,Management,Married,47,0,0,USA,1
44,Male,Black,No HS,Private,Education,Single,36,264,0,USA,0
41,Female,White,HS Grad,Private,Clerical,Married,41,0,0,USA,0
58,Female,White,No HS,Government,Sales,Single,39,0,0,Mexico,0
23,Male,White,HS Grad,Private,Sales,Single,36,0,0,USA,1
37,Female,White,Master's,Private,Sales,Married,38,0,0,USA,1
51,Female,White,Some College,Private,Education,Single,46,0,0,Canada,0
49,Male,Black,Some College,Private,Education,Single,35,0,0,India,0
39,Female,White,PhD,Government,Tech,Single,34,0,2947,USA,1
56,Other,White,Associate,Private,Clerical,Married,51,0,0,Mexico,1
42,Female,Hispanic,HS Grad,Self-Employed,Sales,Married,29,0,0,USA,1
41,Female,White,Bachelor's,Private,Sales,Married,33,4679,0,Germany,1
48,Male,Black,Some College,Self-Employed,Sales,Divorced,33,6334,0,USA,1
39,Female,White,PhD,Private,Sales,Married,46,0,1082,USA,1
40,Female,White,Bachelor's,Private,Blue Collar,Married,52,0,0,USA,1
30,Female,White,PhD,Private,Blue Collar,Married,47,0,1713,Mexico,1
70,Male,White,Bachelor's,Private,Healthcare,Married,41,0,0,Canada,1
34,Male,White,HS Grad,Government,Clerical,Single,42,0,0,USA,0
48,Male,Hispanic,Associate,Private,Healthcare,Married,34,8254,0,India,1
62,Female,White,Some College,Private,Sales,Widowed,47,0,398,USA,1
23,Female,White,HS Grad,Private,Tech,Single,25,0,145,USA,0
47,Female,Black,Some College,Private,Blue Collar,Widowed,42,0,0,USA,1
40,Male,White,No HS,Government,Healthcare,Married,60,0,0,USA,0
61,Female,White,Bachelor's,Private,Tech,Single,28,0,0,USA,1
29,Female,Black,Some College,Government,Blue Collar,Married,39,0,0,USA,1
30,Male,Black,Bachelor's,Private,Blue Collar,Single,32,0,0,USA,1
39,Female,White,Associate,Private,Management,Married,43,0,181,USA,1
34,Male,White,Bachelor's,Government,Tech,Widowed,27,0,0,USA,1
34,Female,Black,HS Grad,Private,Tech,Married,37,0,0,USA,0
64,Female,White,Associate,Private,Blue Collar,Married,49,0,0,UK,0
41,Female,Asian,Bachelor's,Private,Clerical,Single,42,0,156,UK,1
30,Female,White,HS Grad,Government,Blue Collar,Single,26,0,0,USA,0
35,Female,Hispanic,Bachelor's,Unemployed,Clerical,Married,0,134,0,India,0
44,Female,Black,HS Grad,Private,Management,Single,40,0,0,USA,1
44,Male,White,Bachelor's,Government,Sales,Married,50,0,0,USA,1
33,Female,White,Some College,Private,Education,Single,32,1424,0,USA,1
20,Female,White,Associate,Private,Healthcare,Widowed,46,0,0,USA,0
39,Female,White,Some College,Private,Management,Married,31,0,0,USA,0
39,Female,White,Bachelor's,Self-Employed,Clerical,Single,31,3697,0,USA,1
32,Female,White,HS Grad,Private,Blue Collar,Single,42,1674,0,USA,0
55,Male,White,HS Grad,Unemployed,Tech,Divorced,0,0,0,USA,0
46,Male,White,No HS,Private,Sales,Married,41,0,157,Other,1
41,Female,White,Master's,Self-Employed,Education,Married,50,0,157,USA,1
35,Female,White,Some College,Private,Blue Collar,Divorced,40,0,0,USA,0
60,Female,Other,Some College,Government,Sales,Married,58,0,0,Mexico,0
26,Female,White,Some College,Private,Sales,Single,52,0,0,China,0
34,Female,Hispanic,Some College,Self-Employed,Education,Married,39,0,0,China,0
34,Male,White,HS Grad,Private,Healthcare,Married,33,0,1820,USA,0
43,Male,White,Master's,Private,Healthcare,Married,36,0,0,India,1
47,Female,White,HS Grad,Self-Employed,Clerical,Single,51,0,0,USA,1
23,Male,White,Master's,Government,Management,Single,24,0,0,Canada,1
31,Female,Asian,Some College,Self-Employed,Healthcare,Married,17,0,796,Germany,0
45,Male,White,Some College,Government,Sales,Married,45,0,0,USA,1
32,Male,White,Bachelor's,Private,Management,Married,41,0,0,USA,1
35,Female,White,Some College,Private,Tech,Divorced,32,0,0,USA,1
42,Male,White,HS Grad,Private,Clerical,Married,41,0,1385,USA,1
28,Other,White,Some College,Private,Blue Collar,Married,37,0,0,USA,1
43,Female,White,Some College,Private,Management,Married,35,0,2875,USA,0
47,Female,White,HS Grad,Private,Sales,Married,45,0,1020,USA,0
40,Male,White,Some College,Private,Clerical,Married,29,0,0,USA,1
57,Other,White,HS Grad,Private,Tech,Single,51,0,0,USA,1
48,Female,White,Master's,Private,Clerical,Married,40,3434,0,USA,1
39,Other,White,Associate,Private,Blue Collar,Married,45,0,0,Germany,1
36,Female,Asian,HS Grad,Private,Blue Collar,Married,24,0,0,USA,0
61,Male,Black,Bachelor's,Government,Blue Collar,Single,45,0,0,Other,1
32,Female,Black,HS Grad,Private,Management,Single,50,0,0,USA,0
36,Female,White,Some College,Private,Sales,Married,32,0,0,USA,0
35,Male,Black,Master's,Self-Employed,Sales,Single,43,0,0,UK,1
44,Male,White,Bachelor's,Private,Healthcare,Married,49,0,0,UK,1
67,Female,White,HS Grad,Government,Blue Collar,Single,27,0,0,USA,1
42,Female,White,Some College,Private,Education,Married,44,0,0,USA,1
36,Female,White,Associate,Private,Blue Collar,Single,43,0,0,India,1
42,Female,Asian,HS Grad,Self-Employed,Sales,Married,32,0,0,India,1
24,Other,White,HS Grad,Private,Healthcare,Divorced,56,6292,0,USA,1
37,Female,Asian,HS Grad,Unemployed,Management,Married,0,0,3943,USA,0
60,Female,White,Master's,Private,Education,Single,49,0,0,USA,0
47,Female,White,Bachelor's,Private,Blue Collar,Married,50,0,2600,China,1
54,Female,White,Bachelor's,Private,Sales,Married,37,0,602,USA,1
52,Female,White,HS Grad,Private,Blue Collar,Married,41,5831,0,USA,1
31,Male,White,Some College,Private,Healthcare,Single,35,0,0,Germany,0
62,Female,White,Some College,Government,Sales,Married,55,0,0,USA,1
18,Male,Hispanic,Bachelor's,Private,Clerical,Single,44,0,0,USA,1
43,Female,White,Some College,Private,Healthcare,Single,46,10682,69,USA,0
18,Male,White,Some College,Private,Management,Single,41,3375,0,Mexico,1
19,Male,Asian,Some College,Unemployed,Education,Married,0,0,0,USA,0
51,Female,White,Some College,Private,Tech,Single,39,0,1375,USA,1
31,Male,White,No HS,Self-Employed,Blue Collar,Married,40,0,0,China,0
54,Female,Other,Some College,Private,Sales,Single,35,0,812,USA,1
18,Female,Other,Some College,Private,Blue Collar,Divorced,35,5907,0,USA,0
38,Female,White,No HS,Private,Tech,Married,49,0,0,USA,0
25,Female,Hispanic,Some College,Government,Sales,Single,30,0,0,USA,1
36,Other,Asian,Some College,Private,Education,Married,42,1403,271,USA,1
58,Female,Other,HS Grad,Government,Tech,Married,28,0,0,UK,1
61,Female,White,HS Grad,Private,Healthcare,Single,39,0,0,USA,0
46,Male,Asian,Master's,Private,Blue Collar,Married,39,0,0,USA,1
20,Male,White,HS Grad,Government,Healthcare,Married,35,0,0,USA,0
25,Male,White,Some College,Private,Blue Collar,Married,47,0,0,USA,1
41,Male,White,HS Grad,Self-Employed,Blue Collar,Married,40,0,0,USA,1
30,Male,White,Associate,Private,Sales,Married,57,0,0,USA,1
47,Male,White,Associate,Private,Blue Collar,Married,40,0,4605,USA,1
60,Female,White,Master's,Private,Sales,Single,39,0,0,Other,1
28,Female,White,Some College,Private,Management,Single,24,0,0,Canada,1
29,Female,White,Bachelor's,Self-Employed,Clerical,Married,42,0,0,Other,1
25,Female,White,Some College,Private,Clerical,Single,28,0,0,UK,0
36,Female,White,HS Grad,Private,Healthcare,Single,39,0,0,India,0
40,Male,Black,Bachelor's,Private,Blue Collar,Single,26,2382,258,USA,1
40,Female,White,Some College,Private,Tech,Single,27,0,0,USA,1
50,Male,Hispanic,Some College,Self-Employed,Clerical,Married,35,0,0,USA,0
44,Female,White,Master's,Private,Education,Married,49,0,0,USA,1
39,Female,Hispanic,Master's,Self-Employed,Tech,Married,38,0,0,USA,0
40,Female,Black,Some College,Private,Blue Collar,Single,33,0,184,USA,0
41,Male,White,No HS,Private,Blue Collar,Single,35,0,0,USA,1
39,Female,Hispanic,No HS,Private,Management,Married,29,0,0,USA,0
31,Female,Asian,Associate,Self-Employed,Sales,Divorced,35,0,0,USA,1
25,Female,White,Bachelor's,Self-Employed,Tech,Married,50,0,0,USA,1
41,Male,Hispanic,Bachelor's,Private,Healthcare,Single,48,0,0,USA,1
34,Male,White,Master's,Government,Management,Single,52,3107,0,USA,1
46,Female,Black,Bachelor's,Private,Clerical,Married,21,0,0,Mexico,1
40,Other,White,Bachelor's,Private,Tech,Married,17,0,0,Mexico,1
40,Male,Hispanic,Bachelor's,Private,Tech,Married,37,0,0,USA,1
51,Male,White,Bachelor's,Private,Management,Single,43,0,660,Mexico,1
23,Male,White,Some College,Private,Tech,Single,58,6672,0,USA,1
61,Male,Hispanic,Some College,Private,Healthcare,Single,19,5901,0,USA,1
18,Male,White,Some College,Private,Clerical,Single,35,0,0,USA,0
57,Female,White,HS Grad,Private,Sales,Single,16,0,0,USA,1
42,Male,White,Some College,Private,Tech,Single,41,0,0,USA,0
33,Other,White,Master's,Private,Healthcare,Divorced,42,8801,0,USA,1
22,Male,White,Master's,Government,Clerical,Married,34,0,0,USA,1
32,Female,White,HS Grad,Private,Tech,Married,33,0,0,USA,0
38,Female,White,Associate,Private,Management,Single,34,3218,0,USA,1
42,Male,White,Master's,Private,Healthcare,Widowed,42,0,0,Mexico,1
57,Other,White,HS Grad,Self-Employed,Blue Collar,Single,37,0,0,USA,0
40,Female,White,Bachelor's,Government,Sales,Married,33,0,0,USA,1
43,Male,White,HS Grad,Self-Employed,Tech,Married,25,0,0,China,0
44,Male,Asian,Some College,Private,Tech,Married,38,0,195,Mexico,0
36,Male,White,Master's,Private,Healthcare,Single,18,0,925,USA,1
37,Female,White,No HS,Private,Healthcare,Single,46,0,0,USA,1
38,Female,Asian,Some College,Government,Management,Married,36,0,0,China,1
47,Female,Hispanic,Some College,Private,Education,Widowed,43,0,0,USA,0
29,Female,White,Master's,Private,Blue Collar,Single,38,1297,243,USA,1
33,Male,White,Some College,Government,Tech,Married,37,0,0,USA,0
44,Female,Hispanic,Master's,Private,Healthcare,Single,39,0,0,Canada,1
27,Male,Black,Some College,Government,Clerical,Married,32,0,0,Canada,1
41,Male,Black,Some College,Private,Sales,Single,50,0,0,USA,1
33,Male,White,No HS,Private,Clerical,Married,13,0,819,Mexico,1
46,Female,White,PhD,Unemployed,Sales,Married,0,0,0,USA,0
56,Female,White,HS Grad,Private,Sales,Married,50,0,0,Canada,0
33,Female,White,Master's,Government,Tech,Married,48,0,0,USA,1
49,Female,White,Some College,Private,Education,Married,26,0,0,USA,1
42,Male,White,HS Grad,Private,Management,Married,42,0,0,USA,0
35,Female,Other,Some College,Private,Management,Single,52,0,1546,USA,0
40,Male,White,Some College,Private,Education,Divorced,34,0,0,USA,0
55,Male,White,Master's,Private,Clerical,Married,38,5619,0,USA,1
37,Male,White,Bachelor's,Private,Healthcare,Single,50,0,0,USA,1
55,Other,Black,HS Grad,Private,Sales,Married,42,0,0,Other,0
38,Other,White,Some College,Private,Management,Single,45,0,0,USA,1
23,Female,Hispanic,Associate,Private,Clerical,Married,30,0,0,USA,1
38,Female,White,Some College,Private,Tech,Divorced,60,0,0,USA,1
22,Male,Black,Master's,Private,Tech,Single,60,0,0,USA,1
36,Male,Black,HS Grad,Private,Sales,Married,37,0,0,USA,1
35,Male,White,No HS,Self-Employed,Management,Married,27,0,0,Canada,0
61,Female,White,Associate,Self-Employed,Healthcare,Single,32,0,0,USA,0
59,Female,White,Associate,Government,Sales,Widowed,45,0,0,Other,1
41,Male,White,Bachelor's,Private,Healthcare,Married,38,0,0,Canada,1
54,Other,White,HS Grad,Private,Sales,Single,44,0,0,USA,1
35,Male,White,HS Grad,Private,Healthcare,Married,40,0,0,USA,1
22,Male,White,Bachelor's,Private,Education,Single,27,5063,0,USA,0
46,Male,White,Some College,Private,Sales,Married,42,3877,0,USA,0
44,Male,Black,Associate,Private,Clerical,Married,48,0,0,USA,1
28,Male,White,HS Grad,Self-Employed,Tech,Single,55,0,0,USA,0
29,Female,White,Bachelor's,Unemployed,Healthcare,Single,0,0,1964,USA,0
51,Female,White,Master's,Private,Tech,Single,34,0,0,Mexico,1
19,Female,White,Master's,Private,Sales,Married,58,0,0,Germany,1
46,Other,White,Some College,Government,Tech,Married,46,0,0,Germany,1
36,Male,White,HS Grad,Self-Employed,Healthcare,Single,31,0,30,UK,0
46,Male,White,HS Grad,Self-Employed,Healthcare,Married,47,0,118,USA,0
51,Male,Black,HS Grad,Government,Blue Collar,Married,53,0,0,Mexico,1
29,Female,White,Associate,Private,Management,Married,34,0,106,USA,0
26,Other,White,Some College,Private,Tech,Single,49,0,160,UK,1
57,Male,Black,Some College,Self-Employed,Sales,Married,46,0,0,USA,0
39,Female,White,Some College,Private,Education,Single,31,0,0,USA,1
43,Other,Asian,Bachelor's,Government,Tech,Married,48,0,0,USA,1
50,Male,White,Bachelor's,Private,Healthcare,Single,35,1472,0,USA,1
28,Male,Hispanic,No HS,Private,Healthcare,Single,34,7609,0,China,0
50,Male,White,Master's,Private,Education,Single,43,0,0,Mexico,1
47,Male,White,Some College,Private,Healthcare,Single,50,0,0,UK,1
57,Female,White,HS Grad,Private,Blue Collar,Single,47,3286,0,USA,0
57,Female,Black,PhD,Private,Management,Single,51,0,0,USA,1
40,Female,White,HS Grad,Private,Healthcare,Married,33,399,0,USA,0
49,Male,White,Some College,Private,Clerical,Single,52,0,0,USA,0
40,Male,Black,Master's,Private,Management,Single,36,0,261,USA,0
41,Other,White,Some College,Government,Sales,Single,36,0,0,USA,1
26,Other,Black,Master's,Private,Healthcare,Single,26,948,0,Germany,1
37,Male,White,HS Grad,Self-Employed,Healthcare,Married,47,0,0,USA,0
18,Male,White,Some College,Government,Blue Collar,Married,28,0,0,USA,1
38,Female,White,No HS,Self-Employed,Blue Collar,Married,47,0,888,USA,0
55,Female,White,Some College,Government,Healthcare,Married,48,0,1036,China,1
49,Female,Black,No HS,Private,Healthcare,Single,42,0,0,Other,0
41,Male,White,Some College,Private,Blue Collar,Divorced,42,0,1153,USA,1
37,Female,White,Associate,Private,Education,Single,47,3341,0,Mexico,0
33,Female,White,Associate,Private,Management,Single,41,2359,0,USA,1
28,Female,Black,Some College,Private,Management,Single,27,0,0,UK,1
49,Male,Asian,No HS,Self-Employed,Healthcare,Married,29,3893,0,USA,0
21,Female,White,HS Grad,Private,Blue Collar,Single,35,0,0,USA,1
21,Female,White,HS Grad,Government,Management,Married,28,0,0,USA,1
50,Female,Asian,No HS,Government,Blue Collar,Married,43,0,0,USA,1
42,Female,Asian,HS Grad,Private,Blue Collar,Married,32,569,0,USA,0
40,Male,Other,Some College,Private,Sales,Single,47,0,0,USA,1
42,Male,White,HS Grad,Private,Management,Married,17,0,0,India,1
64,Female,Asian,Bachelor's,Private,Blue Collar,Married,25,5895,0,USA,1
40,Female,White,No HS,Private,Clerical,Single,43,0,0,USA,1
43,Female,White,Bachelor's,Private,Education,Single,41,0,0,USA,0
64,Female,White,Some College,Private,Healthcare,Single,38,0,0,India,1
39,Male,White,Associate,Self-Employed,Blue Collar,Single,52,0,37,USA,1
60,Male,Black,Some College,Unemployed,Tech,Divorced,0,0,0,USA,0
18,Female,White,Some College,Self-Employed,Tech,Married,58,0,0,USA,0
26,Female,White,Associate,Private,Blue Collar,Married,33,0,0,Canada,1
31,Male,White,HS Grad,Government,Tech,Widowed,31,1426,0,USA,0
47,Female,Hispanic,Some College,Self-Employed,Tech,Single,33,0,727,Other,1
61,Female,White,Bachelor's,Government,Tech,Married,45,3940,0,USA,1
32,Female,Asian,HS Grad,Private,Tech,Widowed,49,0,0,USA,0
51,Other,White,No HS,Private,Education,Married,37,4420,0,USA,0
66,Male,Other,Associate,Government,Tech,Married,43,537,0,UK,1
58,Male,White,Master's,Government,Clerical,Single,33,9874,0,USA,1
35,Female,White,Some College,Private,Clerical,Single,26,0,0,USA,1
50,Male,White,Bachelor's,Government,Tech,Single,43,0,0,USA,1
44,Male,White,Some College,Unemployed,Healthcare,Single,0,227,0,USA,0
32,Female,White,HS Grad,Private,Healthcare,Married,41,0,0,USA,0
45,Female,White,Some College,Private,Healthcare,Single,39,0,60,Mexico,1
34,Female,White,Some College,Private,Education,Divorced,45,0,0,Other,1
41,Other,Asian,HS Grad,Private,Healthcare,Married,51,0,0,India,1
23,Female,White,Some College,Government,Blue Collar,Widowed,50,0,0,USA,1
18,Male,White,Some College,Private,Tech,Single,33,0,0,Other,1
36,Female,White,Bachelor's,Private,Management,Widowed,39,0,0,Mexico,1
43,Female,Asian,Some College,Private,Blue Collar,Single,58,0,0,USA,0
26,Female,White,Master's,Private,Tech,Single,60,0,0,USA,1
46,Female,Asian,No HS,Private,Management,Married,33,2524,98,USA,0
40,Female,White,HS Grad,Self-Employed,Blue Collar,Single,44,0,0,USA,0
47,Male,Asian,No HS,Self-Employed,Management,Divorced,43,5105,887,USA,0
51,Female,White,Bachelor's,Private,Education,Single,24,5127,0,USA,1
56,Male,Hispanic,HS Grad,Private,Blue Collar,Single,19,0,0,USA,1
47,Male,White,Some College,Private,Management,Married,35,0,4029,USA,0
36,Female,White,Bachelor's,Private,Education,Single,28,228,0,USA,1
42,Male,Hispanic,Some College,Private,Clerical,Married,16,571,0,China,0
67,Male,White,No HS,Private,Management,Single,35,0,0,USA,0
51,Female,Asian,Bachelor's,Private,Clerical,Single,40,0,0,USA,0
40,Male,Other,HS Grad,Private,Tech,Single,49,8552,0,USA,1
38,Female,White,No HS,Private,Healthcare,Widowed,60,0,0,China,1
32,Male,White,Bachelor's,Private,Tech,Married,34,5331,0,USA,1
25,Female,White,No HS,Private,Blue Collar,Single,55,0,0,India,0
60,Female,Hispanic,Associate,Self-Employed,Sales,Single,36,0,0,USA,0
45,Male,White,Some College,Private,Tech,Married,29,0,0,USA,0
24,Female,White,Some College,Private,Blue Collar,Single,47,0,1458,USA,0
38,Female,Other,Bachelor's,Private,Healthcare,Married,60,2791,566,USA,1
55,Female,White,No HS,Private,Clerical,Single,43,1655,0,USA,1
34,Female,Asian,Associate,Private,Clerical,Married,45,0,0,USA,1
30,Male,White,Associate,Government,Sales,Single,41,0,0,Canada,1
44,Male,White,Bachelor's,Unemployed,Education,Single,0,0,0,Other,0
47,Male,Hispanic,Some College,Self-Employed,Education,Married,30,0,0,USA,0
34,Female,White,HS Grad,Government,Healthcare,Single,43,0,0,USA,0
32,Female,White,No HS,Private,Clerical,Single,60,0,0,Canada,1
45,Male,White,Some College,Unemployed,Blue Collar,Single,0,0,497,USA,0
26,Male,Asian,Associate,Private,Management,Single,10,0,0,USA,1
33,Male,White,No HS,Government,Blue Collar,Married,45,0,365,India,0
38,Female,White,HS Grad,Government,Blue Collar,Married,57,0,0,USA,1
48,Female,Asian,Bachelor's,Self-Employed,Management,Widowed,39,0,0,Canada,0
34,Other,White,HS Grad,Private,Clerical,Married,40,0,0,Mexico,1
46,Male,White,Some College,Government,Healthcare,Single,26,0,0,Mexico,1
53,Female,Asian,Associate,Private,Tech,Married,47,136,0,USA,1
33,Female,White,Some College,Government,Blue Collar,Married,39,0,0,India,0
70,Male,Hispanic,Bachelor's,Unemployed,Education,Widowed,0,0,0,USA,0
57,Female,White,HS Grad,Self-Employed,Education,Married,47,0,313,USA,0
43,Male,White,Master's,Government,Tech,Married,32,0,0,India,1
37,Female,Hispanic,No HS,Private,Blue Collar,Married,31,1095,525,USA,0
33,Male,White,Bachelor's,Private,Sales,Widowed,45,0,1168,USA,1
59,Male,White,No HS,Private,Sales,Divorced,50,0,0,USA,1
42,Male,White,Bachelor's,Government,Clerical,Divorced,43,0,10,Canada,1
22,Male,White,HS Grad,Government,Blue Collar,Divorced,44,0,0,Mexico,1
19,Female,Black,Some College,Private,Education,Divorced,44,0,0,USA,1
41,Male,Black,Some College,Private,Healthcare,Divorced,33,0,0,USA,1
41,Female,Hispanic,Associate,Private,Healthcare,Married,34,0,0,USA,1
28,Female,Hispanic,No HS,Private,Healthcare,Single,40,0,0,Canada,0
21,Male,White,Bachelor's,Private,Blue Collar,Single,37,0,0,USA,1
18,Male,White,Associate,Self-Employed,Education,Married,29,0,0,USA,1
30,Female,Other,Some College,Private,Blue Collar,Divorced,51,0,0,China,0
35,Male,Hispanic,Some College,Private,Blue Collar,Married,54,0,0,USA,0
48,Male,White,Associate,Self-Employed,Blue Collar,Single,40,0,5053,USA,0
38,Male,Hispanic,Associate,Private,Healthcare,Divorced,49,0,86,USA,1
52,Male,Hispanic,Associate,Government,Healthcare,Divorced,17,0,1265,India,1
47,Male,White,HS Grad,Unemployed,Healthcare,Single,0,0,2370,USA,0
46,Male,Asian,Bachelor's,Private,Management,Single,26,0,0,USA,1
51,Female,White,Some College,Private,Tech,Single,32,2478,0,USA,1
23,Male,White,Bachelor's,Government,Blue Collar,Married,16,0,0,USA,1
33,Male,White,Master's,Private,Blue Collar,Married,31,0,0,UK,1
68,Female,Hispanic,HS Grad,Private,Clerical,Single,35,0,0,USA,0
18,Male,Asian,Some College,Unemployed,Clerical,Married,0,3321,282,China,0
36,Female,Black,Some College,Government,Blue Collar,Divorced,39,400,47,USA,1
45,Female,Black,HS Grad,Private,Sales,Married,42,0,0,USA,1
18,Female,White,HS Grad,Government,Tech,Single,39,2973,0,USA,1
30,Male,White,No HS,Private,Sales,Married,27,0,96,India,1
63,Male,Hispanic,Associate,Government,Tech,Married,51,0,0,USA,1
42,Male,Black,Some College,Private,Blue Collar,Married,47,4273,0,India,1
33,Female,Asian,No HS,Private,Blue Collar,Married,22,0,588,USA,0
42,Female,White,Some College,Government,Management,Married,36,0,0,Canada,1
33,Male,Black,Some College,Private,Clerical,Married,28,0,931,USA,1
60,Female,White,Some College,Private,Sales,Married,41,0,0,India,0
28,Male,White,No HS,Private,Clerical,Married,43,0,0,UK,0
33,Female,Black,HS Grad,Private,Clerical,Married,24,0,0,USA,0
22,Male,Black,No HS,Private,Education,Married,31,0,0,Canada,1
36,Female,Black,No HS,Private,Healthcare,Married,52,1944,0,USA,1
37,Female,Hispanic,Some College,Private,Blue Collar,Married,37,0,0,Mexico,1
54,Female,White,Some College,Private,Healthcare,Single,43,0,0,USA,1
27,Female,Asian,Master's,Private,Management,Married,45,0,0,USA,1
45,Female,White,HS Grad,Private,Tech,Widowed,35,0,0,USA,1
41,Male,Asian,Associate,Private,Healthcare,Widowed,34,2785,0,USA,1
18,Female,Hispanic,HS Grad,Private,Healthcare,Widowed,31,0,0,USA,1
31,Male,White,Some College,Private,Clerical,Single,46,0,0,USA,1
30,Male,White,Some College,Unemployed,Management,Single,0,0,206,USA,0
60,Female,White,Some College,Private,Tech,Divorced,48,6233,0,Mexico,1
46,Male,Black,Bachelor's,Private,Clerical,Widowed,53,0,0,USA,1
41,Female,White,No HS,Private,Education,Divorced,41,0,0,USA,0
18,Female,White,Some College,Unemployed,Clerical,Single,0,0,0,USA,0
18,Male,Black,Some College,Self-Employed,Healthcare,Single,37,0,0,USA,0
48,Female,Asian,No HS,Private,Healthcare,Married,38,0,0,USA,0
49,Male,White,No HS,Self-Employed,Tech,Divorced,51,1441,0,USA,0
31,Male,White,Associate,Private,Management,Married,40,0,0,USA,0
40,Male,White,Bachelor's,Private,Healthcare,Single,38,0,0,India,0
39,Female,White,Some College,Private,Clerical,Married,21,0,0,Canada,1
42,Other,Hispanic,Associate,Private,Healthcare,Single,40,0,0,USA,1
35,Male,White,PhD,Private,Sales,Single,39,0,0,USA,1
49,Female,White,HS Grad,Private,Tech,Married,51,0,1788,USA,1
53,Male,Black,HS Grad,Self-Employed,Tech,Single,36,0,0,Canada,0
28,Female,White,Bachelor's,Private,Clerical,Single,43,0,0,USA,1
25,Female,Hispanic,No HS,Self-Employed,Blue Collar,Married,32,0,0,Germany,0
30,Male,Hispanic,Some College,Private,Tech,Married,33,0,0,UK,1
40,Male,Asian,Some College,Self-Employed,Tech,Married,32,0,662,USA,0
44,Male,White,Associate,Private,Sales,Divorced,54,0,0,USA,1
49,Male,Black,Some College,Self-Employed,Education,Married,41,0,0,USA,1
51,Female,White,Some College,Private,Healthcare,Divorced,38,0,0,USA,1
44,Female,Other,Associate,Government,Clerical,Single,48,0,498,USA,0
42,Male,Other,Some College,Private,Education,Single,46,8524,0,USA,1
59,Female,Asian,PhD,Private,Management,Married,28,0,0,USA,1
40,Female,White,Associate,Private,Tech,Married,37,0,0,USA,1
47,Male,White,Bachelor's,Private,Blue Collar,Single,44,0,0,USA,0
43,Male,White,Some College,Private,Sales,Married,27,0,0,Mexico,1
37,Male,White,Master's,Government,Clerical,Married,38,0,0,Mexico,1
